ID,Latitude,Longitude,Distance,State,ZIP,Latitude_1,Longitude_2,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State_3,County,Zip.1,Country,Source
145440,42.126444,-89.27172,,IL,61010,42.126444,-89.27172,1,range_interpolation,811,W 2nd St,,,Byron,IL,Ogle County,61010,US,TIGER/LineÂ® dataset from the US Census Bureau
145441,39.42006,-88.793666,,IL,62565,39.42006,-88.793666,0.4,street_center,,E North 12th St,,,Shelbyville,IL,Shelby County,62565,US,TIGER/LineÂ® dataset from the US Census Bureau
145442,41.093945,-89.860089,,IL,61483,41.093945,-89.860089,1,street_center,,State Rte 17,Box,209,Toulon,IL,Stark County,61483,US,TIGER/LineÂ® dataset from the US Census Bureau
145443,42.465263,-87.865008,,IL,60099,42.465263,-87.865008,1,rooftop,3615,16th St,,,Zion,IL,Lake County,60099,US,Lake
145445,38.34425,-90.134469,,IL,62298,38.34425,-90.134469,1,range_interpolation,623,Hamacher St,,,Waterloo,IL,Monroe County,62298,US,TIGER/LineÂ® dataset from the US Census Bureau
145446,40.977473,-90.366025,,IL,61401,40.977473,-90.366025,1,rooftop,275,E Carl Sandburg Dr,,,Galesburg,IL,Knox County,61401,US,Knox
145447,42.029731,-88.273465,,IL,60120,42.029731,-88.273465,1,rooftop,355,Raymond St,,,Elgin,IL,Kane County,60120,US,Kane
145449,40.452568,-88.094321,,IL,60957,40.452568,-88.094321,0.9,range_interpolation,450,E Fulton St,,,Paxton,IL,Ford County,60957,US,TIGER/LineÂ® dataset from the US Census Bureau
145450,41.969415,-87.651129,,IL,60640,41.969415,-87.651129,1,rooftop,820,W Lawrence Ave,,,Chicago,IL,Cook County,60640,US,City of Chicago
145452,41.094289,-88.423599,,IL,60420,41.094289,-88.423599,1,range_interpolation,300,E Mazon Ave,,,Dwight,IL,Livingston County,60420,US,TIGER/LineÂ® dataset from the US Census Bureau
145453,42.338287,-88.288213,,IL,60050,42.338287,-88.288213,1,rooftop,803,Royal Dr,,,McHenry,IL,McHenry County,60050,US,Mchenry
145454,39.288115,-89.88549,,IL,62626,39.288115,-89.88549,1,range_interpolation,751,N Oak St,,,Carlinville,IL,Macoupin County,62626,US,TIGER/LineÂ® dataset from the US Census Bureau
145456,39.293401,-89.873914,,IL,62626,39.293401,-89.873914,1,range_interpolation,1200,University St,,,Carlinville,IL,Macoupin County,62626,US,TIGER/LineÂ® dataset from the US Census Bureau
145457,39.94889,-91.399792,,IL,62301,39.94889,-91.399792,1,rooftop,1440,N 10th St,,,Quincy,IL,Adams County,62301,US,Adams
145458,41.849005,-87.971724,,IL,60521,41.849005,-87.971724,0.9,rooftop,2013,Midwest Rd,,,Oak Brook,IL,DuPage County,60523,US,Dupage
145460,42.29565,-87.957432,,IL,60048,42.29565,-87.957432,1,rooftop,1125,N Milwaukee Ave,,,Libertyville,IL,Lake County,60048,US,Lake
145464,41.459845,-90.157692,,IL,61254,41.459845,-90.157692,1,rooftop,600,N College Ave,,,Geneseo,IL,Henry County,61254,US,Henry
145465,39.109273,-90.317572,,IL,62052,39.109273,-90.317572,1,rooftop,1001,S State St,,,Jerseyville,IL,Jersey County,62052,US,Jersey
145466,39.60843,-87.679527,,IL,61944,39.60843,-87.679527,0.8,range_interpolation,310,S Eads Ave,,,Paris,IL,Edgar County,61944,US,TIGER/LineÂ® dataset from the US Census Bureau
145468,42.056238,-87.742808,,IL,60076,42.056238,-87.742808,1,rooftop,9615,Knox Ave,,,Skokie,IL,Cook County,60076,US,Cook
145469,39.626984,-87.694518,,IL,61944,39.626984,-87.694518,1,range_interpolation,1011,N Main St,,,Paris,IL,Edgar County,61944,US,TIGER/LineÂ® dataset from the US Census Bureau
145470,40.471134,-87.687688,,IL,60942,40.471134,-87.687688,0.9,range_interpolation,423,N Dixie Hwy,,,Hoopeston,IL,Vermilion County,60942,US,TIGER/LineÂ® dataset from the US Census Bureau
145471,40.396599,-91.337093,,IL,62341,40.396599,-91.337093,1,range_interpolation,1599,Keokuk St,,,Hamilton,IL,Hancock County,62341,US,TIGER/LineÂ® dataset from the US Census Bureau
145473,41.764414,-88.373864,,IL,60506,41.764414,-88.373864,1,rooftop,2330,W Galena Blvd,,,Aurora,IL,Kane County,60506,US,City of Aurora
145476,42.006778,-89.340636,,IL,61061,42.006778,-89.340636,1,range_interpolation,811,S 10th St,,,Oregon,IL,Ogle County,61061,US,TIGER/LineÂ® dataset from the US Census Bureau
145478,39.297815,-89.274869,,IL,62075,39.297815,-89.274869,0.9,range_interpolation,505,Stevens St,,,Nokomis,IL,Montgomery County,62075,US,TIGER/LineÂ® dataset from the US Census Bureau
145479,42.011244,-87.667068,,IL,60626,42.011244,-87.667068,1,rooftop,1425,W Estes Ave,,,Chicago,IL,Cook County,60626,US,Cook
145480,39.461912,-88.36627,,IL,61938,39.461912,-88.36627,1,rooftop,2121,S 9th St,,,Mattoon,IL,Coles County,61938,US,Coles
145482,41.98848,-87.655765,,IL,60660,41.98848,-87.655765,1,rooftop,5838,N Sheridan Rd,,,Chicago,IL,Cook County,60660,US,City of Chicago
145483,39.139201,-89.471754,,IL,62049,39.139201,-89.471754,0.33,place,,,Box,309,Hillsboro,IL,Montgomery County,62049,US,TIGER/LineÂ® dataset from the US Census Bureau
145484,42.011607,-87.692132,,IL,60645,42.011607,-87.692132,1,rooftop,2451,W Touhy Ave,,,Chicago,IL,Cook County,60645,US,Cook
145486,41.341165,-89.198349,,IL,61362,41.341165,-89.198349,1,range_interpolation,1300,N Greenwood St,,,Spring Valley,IL,Bureau County,61362,US,TIGER/LineÂ® dataset from the US Census Bureau
145488,40.118148,-90.558866,,IL,62681,40.118148,-90.558866,1,rooftop,135,S Morgan St,,,Rushville,IL,Schuyler County,62681,US,Schuyler
145489,40.756405,-88.183392,,IL,60959,40.756405,-88.183392,0.5,street_center,,N Maple St,,,Piper City,IL,Ford County,60959,US,TIGER/LineÂ® dataset from the US Census Bureau
145494,40.523211,-88.997366,,IL,61761,40.523211,-88.997366,1,rooftop,901,N Main St,,,Normal,IL,McLean County,61761,US,Mclean
145495,42.435966,-89.332093,,IL,61024,42.435966,-89.332093,1,range_interpolation,402,State Rte 70,,,Durand,IL,Winnebago County,61024,US,TIGER/LineÂ® dataset from the US Census Bureau
145497,37.928561,-89.815383,,IL,62233,37.928561,-89.815383,1,rooftop,161,Three Springs Rd,,,Chester,IL,Randolph County,62233,US,Randolph
145499,38.970492,-89.098811,,IL,62471,38.970492,-89.098811,1,range_interpolation,650,W Taylor St,,,Vandalia,IL,Fayette County,62471,US,TIGER/LineÂ® dataset from the US Census Bureau
145500,39.153232,-89.479553,,IL,62049,39.153232,-89.479553,1,range_interpolation,1300,E Tremont St,,,Hillsboro,IL,Montgomery County,62049,US,TIGER/LineÂ® dataset from the US Census Bureau
145502,39.544114,-89.312524,,IL,62568,39.544114,-89.312524,1,rooftop,600,S Houston St~taylorville,,,Taylorville,IL,Christian County,62568,US,Christian
145507,42.016938,-87.674989,,IL,60626,42.016938,-87.674989,1,rooftop,7433,N Clark St,,,Chicago,IL,Cook County,60626,US,City of Chicago
145508,38.726158,-89.6728,,IL,62249,38.726158,-89.6728,1,range_interpolation,1450,26th St,,,Highland,IL,Madison County,62249,US,TIGER/LineÂ® dataset from the US Census Bureau
145510,41.92538,-87.662473,,IL,60614,41.92538,-87.662473,1,range_interpolation,1366,W Fullerton Ave,,,Chicago,IL,Cook County,60614,US,TIGER/LineÂ® dataset from the US Census Bureau
145511,41.845758,-88.026914,,IL,60148,41.845758,-88.026914,0.9,rooftop,2100,S Finely Rd,,,Lombard,IL,DuPage County,60148,US,Dupage
145514,39.12527,-88.565552,,IL,62401,39.12527,-88.565552,1,rooftop,1610,N Lakewood Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
145515,38.410195,-89.896747,,IL,62243,38.410195,-89.896747,1,rooftop,746,Urbanna Dr,,,Freeburg,IL,St. Clair County,62243,US,St Clair
145517,38.32122,-88.910303,,IL,62864,38.32122,-88.910303,1,range_interpolation,1700,White St,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/LineÂ® dataset from the US Census Bureau
145518,38.489407,-89.812578,,IL,62258,38.489407,-89.812578,1,rooftop,201,S 10th St,,,Mascoutah,IL,St. Clair County,62258,US,St Clair
145519,39.43825,-90.415541,,IL,62092,39.43825,-90.415541,0.9,range_interpolation,620,W Bridgeport St,,,White Hall,IL,Greene County,62092,US,TIGER/LineÂ® dataset from the US Census Bureau
145522,41.840767,-88.02606,,IL,60148,41.840767,-88.02606,1,range_interpolation,2400,S Finley Rd,,,Lombard,IL,DuPage County,60148,US,TIGER/LineÂ® dataset from the US Census Bureau
145524,40.703446,-89.52686,,IL,61611,40.703446,-89.52686,1,rooftop,500,Centennial Dr,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
145526,41.910322,-87.842425,,IL,60160,41.910322,-87.842425,1,rooftop,701,W North Ave,,,Melrose Park,IL,Cook County,60160,US,Cook
145527,42.113419,-87.848778,,IL,60062,42.113419,-87.848778,1,range_interpolation,2155,Pfingsten Rd,,,Northbrook,IL,Cook County,60062,US,TIGER/LineÂ® dataset from the US Census Bureau
145532,42.01849,-87.66706,,IL,60626,42.01849,-87.66706,1,rooftop,1426,W Birchwood Ave,,,Chicago,IL,Cook County,60626,US,City of Chicago
145536,41.154453,-87.893705,,IL,60914,41.154453,-87.893705,1,rooftop,20,Briarcliff Ln,,,Bourbonnais,IL,Kankakee County,60914,US,Kankakee
145538,41.35415,-87.620616,,IL,60401,41.35415,-87.620616,1,rooftop,1201,Dixie Hwy,,,Beecher,IL,Will County,60401,US,Will
145541,41.907107,-87.685584,,IL,60622,41.907107,-87.685584,1,rooftop,1431,N Claremont Ave,,,Chicago,IL,Cook County,60622,US,Cook
145546,39.784421,-88.875469,,IL,62549,39.784421,-88.875469,1,rooftop,1225,Woodland Dr,,,Mount Zion,IL,Macon County,62549,US,Macon
145547,41.955211,-88.772945,,IL,60115,41.955211,-88.772945,1,range_interpolation,2600,N Annie Glidden Rd,,,Dekalb,IL,DeKalb County,60115,US,TIGER/LineÂ® dataset from the US Census Bureau
145548,41.9456,-87.769003,,IL,60634,41.9456,-87.769003,1,rooftop,5645,W Addison St,,,Chicago,IL,Cook County,60634,US,City of Chicago
145549,41.68602,-87.677953,,IL,60643,41.68602,-87.677953,1,rooftop,11401,S Oakley Ave,,,Chicago,IL,Cook County,60643,US,Cook
145552,38.381921,-88.361672,,IL,62837,38.381921,-88.361672,1,street_center,,North St,,,Fairfield,IL,Wayne County,62837,US,TIGER/LineÂ® dataset from the US Census Bureau
145555,38.841819,-89.877841,,IL,62025,38.841819,-89.877841,0.33,place,,,,,Edwardsville,IL,Madison County,62025,US,TIGER/LineÂ® dataset from the US Census Bureau
145556,41.669756,-89.922057,,IL,61277,41.669756,-89.922057,1,rooftop,701,E 3rd St,,,Prophetstown,IL,Whiteside County,61277,US,Whiteside
145557,42.132844,-88.137823,,IL,60010,42.132844,-88.137823,1,rooftop,1420,S Barrington Rd,,,Barrington,IL,Cook County,60010,US,Cook
145563,42.282835,-89.030732,,IL,61107,42.282835,-89.030732,1,rooftop,4405,Highcrest Rd,,,Rockford,IL,Winnebago County,61107,US,Winnebago
145568,41.934975,-87.637711,,IL,60657,41.934975,-87.637711,1,rooftop,2900,N Lake Shore Dr,,,Chicago,IL,Cook County,60657,US,Cook
145571,38.605448,-89.82823,,IL,62254,38.605448,-89.82823,1,place,,,,,Lebanon,IL,St. Clair County,62254,US,TIGER/LineÂ® dataset from the US Census Bureau
145572,40.553478,-90.039253,,IL,61520,40.553478,-90.039253,1,range_interpolation,210,W Walnut St,,,Canton,IL,Fulton County,61520,US,TIGER/LineÂ® dataset from the US Census Bureau
145573,41.975404,-87.699686,,IL,60625,41.975404,-87.699686,1,rooftop,5145,N California Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
145579,40.752188,-89.597653,,IL,61614,40.752188,-89.597653,1,rooftop,5409,N Knoxville Ave,,,Peoria,IL,Peoria County,61614,US,City of West Peoria
145581,38.562745,-90.174546,,IL,62206,38.562745,-90.174546,1,rooftop,2,Annable Ct,,,East Saint Louis,IL,St. Clair County,62206,US,St Clair
145582,41.743953,-88.124633,,IL,60565,41.743953,-88.124633,0.8,rooftop,1525,Oxford Ln,,,Naperville,IL,DuPage County,60565,US,Waco
145583,41.878735,-87.803228,,IL,60304,41.878735,-87.803228,1,rooftop,520,S Maple Ave,,,Oak Park,IL,Cook County,60304,US,Cook
145584,39.48309,-88.37283,,IL,61938,39.48309,-88.37283,0.33,place,,,,,Mattoon,IL,Coles County,61938,US,TIGER/LineÂ® dataset from the US Census Bureau
145585,38.635006,-90.036031,,IL,62232,38.635006,-90.036031,1,rooftop,601,W Lincoln Ave,,,Caseyville,IL,St. Clair County,62232,US,St Clair
145590,40.482725,-88.955646,,IL,61701,40.482725,-88.955646,1,rooftop,2200,E Washington St,,,Bloomington,IL,McLean County,61701,US,Mclean
145591,41.975962,-87.665418,,IL,60640,41.975962,-87.665418,1,rooftop,1415,W Foster Ave,,,Chicago,IL,Cook County,60640,US,Cook
145593,42.258072,-87.947016,,IL,60048,42.258072,-87.947016,1,rooftop,1500,S Milwaukee Ave,,,Libertyville,IL,Lake County,60048,US,Lake
145596,40.79198,-89.35067,,IL,61548,40.79198,-89.35067,1,range_interpolation,1200,E Partridge St,,,Metamora,IL,Woodford County,61548,US,TIGER/LineÂ® dataset from the US Census Bureau
145597,40.53908,-89.629399,,IL,61554,40.53908,-89.629399,1,rooftop,1520,El Camino Dr,,,Pekin,IL,Tazewell County,61554,US,Tazewell
145598,40.975669,-90.363027,,IL,61401,40.975669,-90.363027,1,rooftop,2345,N Seminary St,,,Galesburg,IL,Knox County,61401,US,Knox
145600,40.592854,-90.035279,,IL,61520,40.592854,-90.035279,1,range_interpolation,2081,N Main St,,,Canton,IL,Fulton County,61520,US,TIGER/LineÂ® dataset from the US Census Bureau
145601,38.607374,-89.609161,,IL,62216,38.607374,-89.609161,1,range_interpolation,450,W 1st St,,,Aviston,IL,Clinton County,62216,US,TIGER/LineÂ® dataset from the US Census Bureau
145602,42.414029,-88.054315,,IL,60046,42.414029,-88.054315,1,rooftop,1055,E Grand Ave,,,Lake Villa,IL,Lake County,60046,US,Lake
145603,40.459255,-88.083625,,IL,60957,40.459255,-88.083625,1,range_interpolation,1001,E Pells St,,,Paxton,IL,Ford County,60957,US,TIGER/LineÂ® dataset from the US Census Bureau
145604,41.124529,-89.36623,,IL,61537,41.124529,-89.36623,1,range_interpolation,1650,Old Indian Town Rd,,,Henry,IL,Marshall County,61537,US,TIGER/LineÂ® dataset from the US Census Bureau
145606,41.905105,-88.134821,,IL,60188,41.905105,-88.134821,1,range_interpolation,110,Windsor Park Dr,,,Carol Stream,IL,DuPage County,60188,US,TIGER/LineÂ® dataset from the US Census Bureau
145607,41.676079,-87.812092,,IL,60463,41.676079,-87.812092,1,rooftop,7850,W College Dr,,,Palos Heights,IL,Cook County,60463,US,Cook
145608,41.585816,-87.565237,,IL,60473,41.585816,-87.565237,1,rooftop,2145,E 170th St,,,South Holland,IL,Cook County,60473,US,Cook
145609,41.658134,-88.449881,,IL,60560,41.658134,-88.449881,1,rooftop,1308,Game Farm Rd,,,Yorkville,IL,Kendall County,60560,US,Kendall
145610,40.455937,-88.993259,,IL,61701,40.455937,-88.993259,0.9,rooftop,1925,S Main St,,,Bloomington,IL,McLean County,61704,US,Mclean
145611,41.458279,-87.581459,,IL,60417,41.458279,-87.581459,1,rooftop,1251,E Richton Rd,,,Crete,IL,Will County,60417,US,Will
145612,42.268471,-88.28345,,IL,60012,42.268471,-88.28345,1,rooftop,1000,E Brighton Ln,,,Crystal Lake,IL,McHenry County,60012,US,Mchenry
145613,38.552264,-90.150206,,IL,62206,38.552264,-90.150206,1,rooftop,3354,Jerome Ln,,,East Saint Louis,IL,St. Clair County,62206,US,St Clair
145614,41.760865,-87.936547,,IL,60521,41.760865,-87.936547,1,rooftop,7050,Madison St,,,Hinsdale,IL,DuPage County,60521,US,Dupage
145615,41.808808,-89.705655,,IL,61081,41.808808,-89.705655,1,range_interpolation,612,St Mary's St,,,Sterling,IL,Whiteside County,61081,US,TIGER/LineÂ® dataset from the US Census Bureau
145616,40.206135,-89.67887,,IL,62664,40.206135,-89.67887,1,range_interpolation,520,N Price St,,,Mason City,IL,Mason County,62664,US,TIGER/LineÂ® dataset from the US Census Bureau
145618,41.500162,-88.061038,,IL,60433,41.500162,-88.061038,1,rooftop,1314,Rowell Ave,,,Joliet,IL,Will County,60433,US,Will
145619,40.971723,-90.390746,,IL,61401,40.971723,-90.390746,1,rooftop,1250,W Carl Sandburg Dr,,,Galesburg,IL,Knox County,61401,US,Knox
145620,38.544033,-89.987037,,IL,62220,38.544033,-89.987037,0.9,rooftop,100,Rosewood Village Dr,,,Belleville,IL,St. Clair County,62226,US,St Clair
145621,42.359064,-87.86093,,IL,60085,42.359064,-87.86093,1,rooftop,2217,Washington St,,,Waukegan,IL,Lake County,60085,US,Lake
145623,41.378763,-88.438843,,IL,60450,41.378763,-88.438843,1,range_interpolation,1095,Twilight Dr,,,Morris,IL,Grundy County,60450,US,TIGER/LineÂ® dataset from the US Census Bureau
145624,38.676343,-88.475325,,IL,62839,38.676343,-88.475325,1,range_interpolation,701,Shadwell Ave,Fl,A,Flora,IL,Clay County,62839,US,TIGER/LineÂ® dataset from the US Census Bureau
145625,41.842734,-87.694597,,IL,60608,41.842734,-87.694597,1,range_interpolation,2829,S California Blvd,,,Chicago,IL,Cook County,60608,US,TIGER/LineÂ® dataset from the US Census Bureau
145626,42.021829,-87.898527,,IL,60018,42.021829,-87.898527,1,rooftop,1660,Oakton Pl,,,Des Plaines,IL,Cook County,60018,US,Cook
145628,39.137252,-88.558311,,IL,62401,39.137252,-88.558311,1,rooftop,1115,N Wenthe Dr,,,Effingham,IL,Effingham County,62401,US,Effingham
145629,41.52537,-87.651551,,IL,60411,41.52537,-87.651551,1,rooftop,345,Dixie Hwy,,,Chicago Heights,IL,Cook County,60411,US,Cook
145630,42.012878,-87.79672,,IL,60714,42.012878,-87.79672,1,rooftop,6840,W Touhy Ave,,,Niles,IL,Cook County,60714,US,Cook
145631,39.793476,-87.980312,,IL,61942,39.793476,-87.980312,1,rooftop,418,S Memorial Park Rd,,,Newman,IL,Douglas County,61942,US,Douglas
145632,41.85872,-87.625782,,IL,60616,41.85872,-87.625782,0.9,range_interpolation,1725,S Wabash Ave,,,Chicago,IL,Cook County,60616,US,TIGER/LineÂ® dataset from the US Census Bureau
145634,41.995926,-87.69991,,IL,60659,41.995926,-87.69991,1,rooftop,6300,N California Ave,,,Chicago,IL,Cook County,60659,US,Cook
145636,39.499622,-88.160348,,IL,61920,39.499622,-88.160348,0.33,place,,,,,Charleston,IL,Coles County,61920,US,TIGER/LineÂ® dataset from the US Census Bureau
145637,41.938609,-87.728762,,IL,60641,41.938609,-87.728762,1,rooftop,4021,W Belmont Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
145638,41.951992,-88.079347,,IL,60108,41.951992,-88.079347,1,rooftop,165,S Bloomingdale Rd,,,Bloomingdale,IL,DuPage County,60108,US,Dupage
145639,41.70142,-87.77922,,IL,60415,41.70142,-87.77922,0.33,place,,,,,Chicago Ridge,IL,Cook County,60415,US,TIGER/LineÂ® dataset from the US Census Bureau
145640,42.067277,-87.996628,,IL,60005,42.067277,-87.996628,1,rooftop,1200,W Central Rd,,,Arlington Heights,IL,Cook County,60005,US,Cook
145643,39.935587,-91.398331,,IL,62301,39.935587,-91.398331,0.8,intersection,,Broadway St,,,Quincy,IL,Adams County,62301,US,TIGER/LineÂ® dataset from the US Census Bureau
145646,40.703397,-89.519683,,IL,61611,40.703397,-89.519683,1,rooftop,900,Centennial Dr,,,East Peoria,IL,Tazewell County,61611,US,City of East Peoria
145647,40.760204,-89.615922,,IL,61614,40.760204,-89.615922,1,rooftop,1500,W Northmoor Rd,,,Peoria,IL,Peoria County,61614,US,City of West Peoria
145648,41.925667,-87.766407,,IL,60639,41.925667,-87.766407,1,rooftop,2450,N Central Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
145649,38.620137,-89.051198,,IL,62870,38.620137,-89.051198,1,range_interpolation,300,Green St,,,Odin,IL,Marion County,62870,US,TIGER/LineÂ® dataset from the US Census Bureau
145650,41.700865,-87.817846,,IL,60465,41.700865,-87.817846,1,rooftop,10426,S Roberts Rd,,,Palos Hills,IL,Cook County,60465,US,Cook
145651,38.9257,-90.15069,,IL,62002,38.9257,-90.15069,1,range_interpolation,3490,Humbert Rd,,,Alton,IL,Madison County,62002,US,TIGER/LineÂ® dataset from the US Census Bureau
145652,42.361015,-88.509055,,IL,60098,42.361015,-88.509055,1,rooftop,2406,Hartland Rd,,,Woodstock,IL,McHenry County,60098,US,Mchenry
145654,41.932445,-87.647901,,IL,60614,41.932445,-87.647901,1,rooftop,735,W Diversey Pkwy,,,Chicago,IL,Cook County,60614,US,Cook
145655,38.869386,-90.089761,,IL,62095,38.869386,-90.089761,0.8,range_interpolation,393,E Edwardsville Rd,,,Wood River,IL,Madison County,62095,US,TIGER/LineÂ® dataset from the US Census Bureau
145656,38.935621,-90.227713,,IL,62035,38.935621,-90.227713,0.6,street_center,,W Delmar Ave,,,Godfrey,IL,Madison County,62035,US,TIGER/LineÂ® dataset from the US Census Bureau
145657,41.824358,-88.015586,,IL,60515,41.824358,-88.015586,1,range_interpolation,3450,Saratoga Ave,,,Downers Grove,IL,DuPage County,60515,US,TIGER/LineÂ® dataset from the US Census Bureau
145658,42.109698,-88.044086,,IL,60067,42.109698,-88.044086,1,rooftop,24,S Plum Grove Rd,,,Palatine,IL,Cook County,60067,US,Cook
145659,42.017432,-87.664987,,IL,60626,42.017432,-87.664987,1,rooftop,7445,N Sheridan Rd,,,Chicago,IL,Cook County,60626,US,City of Chicago
145660,41.836285,-87.899938,,IL,60154,41.836285,-87.899938,0.8,rooftop,2901,Wolf Rd,,,Westchester,IL,Cook County,60154,US,Cook
145661,41.877247,-87.753979,,IL,60644,41.877247,-87.753979,1,rooftop,5130,W Jackson Blvd,,,Chicago,IL,Cook County,60644,US,Cook
145662,42.05352,-87.834414,,IL,60714,42.05352,-87.834414,1,rooftop,8333,W Golf Rd,,,Niles,IL,Cook County,60714,US,Cook
145663,41.762681,-88.340677,,IL,60506,41.762681,-88.340677,1,rooftop,1017,W Galena Blvd,,,Aurora,IL,Kane County,60506,US,City of Aurora
145664,37.904525,-88.943841,,IL,62896,37.904525,-88.943841,1,range_interpolation,601,N Columbia St,,,West Frankfort,IL,Franklin County,62896,US,TIGER/LineÂ® dataset from the US Census Bureau
145665,42.448373,-87.824381,,IL,60099,42.448373,-87.824381,1,rooftop,2534,Elim Ave,,,Zion,IL,Lake County,60099,US,Lake
145666,38.52542,-89.107745,,IL,62801,38.52542,-89.107745,1,range_interpolation,1910,E McCord St,,,Centralia,IL,Marion County,62801,US,TIGER/LineÂ® dataset from the US Census Bureau
145667,42.036782,-87.843888,,IL,60068,42.036782,-87.843888,1,rooftop,1601,N Western Ave,,,Park Ridge,IL,Cook County,60068,US,Cook
145668,38.525478,-90.009584,,IL,62226,38.525478,-90.009584,1,rooftop,150,N 27th St,,,Belleville,IL,St. Clair County,62226,US,St Clair
145669,42.334699,-87.861182,,IL,60085,42.334699,-87.861182,0.8,rooftop,2222,14th St,,,Waukegan,IL,Lake County,60085,US,Lake
145670,42.015258,-87.665304,,IL,60626,42.015258,-87.665304,1,rooftop,7350,N Sheridan Rd,,,Chicago,IL,Cook County,60626,US,City of Chicago
145671,41.59811,-87.611474,,IL,60473,41.59811,-87.611474,0.6,rooftop,16300,Wausau Ave,,,South Holland,IL,Cook County,60473,US,Cook
145673,40.719142,-89.281079,,IL,61530,40.719142,-89.281079,0.9,rooftop,610,W Cruger,,,Eureka,IL,Woodford County,61530,US,Woodford
145678,42.014682,-88.079009,,IL,60193,42.014682,-88.079009,1,rooftop,675,S Roselle Rd,,,Schaumburg,IL,Cook County,60193,US,City of Schaumburg
145679,41.961596,-87.648598,,IL,60613,41.961596,-87.648598,1,rooftop,725,W Montrose Ave,,,Chicago,IL,Cook County,60613,US,City of Chicago
145680,41.47812,-90.440241,,IL,61265,41.47812,-90.440241,1,range_interpolation,7300,34th Ave,,,Moline,IL,Rock Island County,61265,US,TIGER/LineÂ® dataset from the US Census Bureau
145681,41.650985,-87.75498,,IL,60418,41.650985,-87.75498,0.9,rooftop,13259,S Central Ave,,,Midlothian,IL,Cook County,60445,US,Cook
145683,42.072435,-87.854156,,IL,60025,42.072435,-87.854156,1,rooftop,3901,Glenview Rd,,,Glenview,IL,Cook County,60025,US,Cook
145684,41.568067,-87.640568,,IL,60430,41.568067,-87.640568,1,rooftop,940,Maple Ave,,,Homewood,IL,Cook County,60430,US,Cook
145685,38.317391,-88.899024,,IL,62864,38.317391,-88.899024,1,range_interpolation,606,E State Rte 15,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/LineÂ® dataset from the US Census Bureau
145688,41.768567,-87.631834,,IL,60621,41.768567,-87.631834,1,rooftop,255,W 69th St,,,Chicago,IL,Cook County,60621,US,Cook
145689,41.999814,-88.057089,,IL,60007,41.999814,-88.057089,1,rooftop,1920,Nerge Rd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
145691,40.556211,-89.608171,,IL,61554,40.556211,-89.608171,1,rooftop,2501,Allentown Rd,,,Pekin,IL,Tazewell County,61554,US,Tazewell
145692,38.678999,-88.490222,,IL,62839,38.678999,-88.490222,1,range_interpolation,232,Given Dr,Fl,A,Flora,IL,Clay County,62839,US,TIGER/LineÂ® dataset from the US Census Bureau
145694,41.573588,-88.167593,,IL,60435,41.573588,-88.167593,0.9,rooftop,3401,Hennepin Dr,,,Joliet,IL,Will County,60431,US,Will
145696,42.057914,-87.839132,,IL,60714,42.057914,-87.839132,0.5,rooftop,9777,N Greenwood Ave,,,Niles,IL,Cook County,60714,US,Cook
145697,40.91858,-90.287212,,IL,61448,40.91858,-90.287212,1,rooftop,800,N Market St,,,Knoxville,IL,Knox County,61448,US,Knox
145699,42.033727,-88.324566,,IL,60123,42.033727,-88.324566,1,rooftop,1950,Larkin Ave,,,Elgin,IL,Kane County,60123,US,Kane
145700,41.70142,-87.77922,,IL,60415,41.70142,-87.77922,0.33,place,,,,,Chicago Ridge,IL,Cook County,60415,US,TIGER/LineÂ® dataset from the US Census Bureau
145701,42.008953,-88.162992,,IL,60107,42.008953,-88.162992,1,rooftop,815,E Irving Park Rd,,,Streamwood,IL,Cook County,60107,US,Cook
145702,42.478957,-89.045015,,IL,61080,42.478957,-89.045015,1,rooftop,1515,Blackhawk Blvd,,,South Beloit,IL,Winnebago County,61080,US,Winnebago
145703,41.494757,-90.420467,,IL,61282,41.494757,-90.420467,0.9,range_interpolation,1455,Hospital Rd,,,Silvis,IL,Rock Island County,61282,US,TIGER/LineÂ® dataset from the US Census Bureau
145704,40.795054,-89.210635,,IL,61561,40.795054,-89.210635,1,rooftop,1102,W Randolph St,,,Roanoke,IL,Woodford County,61561,US,Woodford
145706,42.157551,-87.839678,,IL,60015,42.157551,-87.839678,1,rooftop,300,Waukegan Rd,,,Deerfield,IL,Lake County,60015,US,Lake
145708,40.313851,-88.020151,,IL,61847,40.313851,-88.020151,1,rooftop,2304,County Rd 3000 N,,,Gifford,IL,Champaign County,61847,US,Champaign
145710,41.678609,-88.084315,,IL,60440,41.678609,-88.084315,0.8,rooftop,431,Remington Blvd,,,Bolingbrook,IL,Will County,60440,US,Will
145711,41.862146,-87.951472,,IL,60126,41.862146,-87.951472,1,rooftop,420,W Butterfield Rd,,,Elmhurst,IL,DuPage County,60126,US,Dupage
